,taxon_link,taxon_oid,added,accessed,retrieved,filename,download_link,download_date,error,warning,error_msg,warning_msg
1250,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2524614863,2524614863,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1251,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2654588030,2654588030,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1252,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2524023184,2524023184,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1253,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2627853837,2627853837,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1254,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2693429901,2693429901,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1255,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2639762806,2639762806,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1256,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2503538028,2503538028,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1257,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2585428171,2585428171,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1258,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2537561561,2537561561,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1259,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2503283023,2503283023,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1260,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2627853929,2627853929,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1261,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2524023219,2524023219,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1262,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2519899621,2519899621,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1263,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2599185231,2599185231,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1264,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2681813512,2681813512,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1265,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2523533562,2523533562,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1266,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=650377925,650377925,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1267,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=641522627,641522627,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1268,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2654587921,2654587921,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1269,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=642979360,642979360,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1270,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2585428148,2585428148,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1271,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2503982046,2503982046,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1272,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2751185789,2751185789,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1273,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2757320359,2757320359,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1274,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2718217693,2718217693,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1275,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2770939587,2770939587,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1276,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2675903475,2675903475,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1277,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2551306536,2551306536,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1278,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2505679008,2505679008,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1279,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=647533184,647533184,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1280,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2687453348,2687453348,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1281,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2606217559,2606217559,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1282,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2597490276,2597490276,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1283,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2706794897,2706794897,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1284,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2511231077,2511231077,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1285,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2585427596,2585427596,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1286,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2524023153,2524023153,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1287,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=637000307,637000307,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1288,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2556921664,2556921664,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1289,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2600255343,2600255343,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1290,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2140918011,2140918011,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1291,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2599185255,2599185255,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1292,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2671180904,2671180904,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1293,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=642555142,642555142,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1294,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=649633098,649633098,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1295,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2585427799,2585427799,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1296,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2513237338,2513237338,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1297,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2505679032,2505679032,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1298,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2675903148,2675903148,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1299,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2634166459,2634166459,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1300,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2582581275,2582581275,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1301,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2582581323,2582581323,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1302,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2756170241,2756170241,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1303,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2622736407,2622736407,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1304,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2706795022,2706795022,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1305,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2648501874,2648501874,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1306,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2517287003,2517287003,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1307,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2684623273,2684623273,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1308,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2706794884,2706794884,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1309,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2681813039,2681813039,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1310,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=643348508,643348508,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1311,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=649633005,649633005,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1312,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2751185704,2751185704,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1313,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=646311962,646311962,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1314,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2503242000,2503242000,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1315,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2513237218,2513237218,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1316,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2639762660,2639762660,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1317,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2770939550,2770939550,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1318,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2724679731,2724679731,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1319,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2751185746,2751185746,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1320,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2639763143,2639763143,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1321,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=647533243,647533243,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1322,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2711768198,2711768198,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1323,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2724679813,2724679813,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1324,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2579778730,2579778730,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1325,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2508501046,2508501046,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1326,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2634166410,2634166410,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1327,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2523533543,2523533543,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1328,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2562617187,2562617187,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1329,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2684623061,2684623061,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1330,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2698537049,2698537049,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1331,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2515154077,2515154077,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1332,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2595699009,2595699009,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1333,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=637000088,637000088,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1334,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2523231065,2523231065,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1335,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2517287033,2517287033,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1336,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2687453316,2687453316,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1337,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2718218407,2718218407,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1338,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=642555147,642555147,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1339,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=644736379,644736379,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1340,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2693429859,2693429859,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1341,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2654587882,2654587882,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1342,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2718218024,2718218024,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1343,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2554235119,2554235119,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1344,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2663762746,2663762746,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1345,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2574179735,2574179735,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1346,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2654587768,2654587768,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1347,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2765235802,2765235802,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1348,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2770939636,2770939636,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1349,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2751185675,2751185675,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1350,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2648501800,2648501800,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1351,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2619619140,2619619140,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1352,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2593339214,2593339214,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1353,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2585428009,2585428009,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1354,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=643692029,643692029,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1355,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2636415527,2636415527,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1356,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2740892280,2740892280,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1357,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2576861454,2576861454,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1358,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2718217637,2718217637,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1359,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2511231069,2511231069,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1360,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2558309067,2558309067,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1361,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2623620619,2623620619,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1362,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2690315754,2690315754,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1363,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2627853772,2627853772,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1364,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2718217841,2718217841,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1365,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2718217660,2718217660,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1366,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2519899683,2519899683,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1367,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2502790015,2502790015,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1368,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2630968827,2630968827,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1369,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2509601011,2509601011,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1370,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2508501000,2508501000,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1371,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2576861479,2576861479,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1372,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2617271277,2617271277,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1373,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2593339280,2593339280,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1374,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2565956566,2565956566,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1375,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2645727616,2645727616,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1376,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2517093012,2517093012,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1377,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=644736333,644736333,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1378,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2508501051,2508501051,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1379,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2585428043,2585428043,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1380,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2556921006,2556921006,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1381,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2563367222,2563367222,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1382,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2523533554,2523533554,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1383,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2643221547,2643221547,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1384,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2675903220,2675903220,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1385,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2622736515,2622736515,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1386,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2524023156,2524023156,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1387,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2751185755,2751185755,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1388,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2721755699,2721755699,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1389,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2754412936,2754412936,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1390,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2626542022,2626542022,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1391,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2558860265,2558860265,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1392,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=644736402,644736402,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1393,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2506783045,2506783045,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1394,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2654588001,2654588001,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1395,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2547132470,2547132470,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1396,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2718217990,2718217990,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1397,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=639633056,639633056,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1398,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2654587967,2654587967,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1399,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2623620471,2623620471,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1400,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2558860350,2558860350,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1401,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2522125070,2522125070,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1402,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2615840719,2615840719,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1403,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2634166438,2634166438,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1404,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2751185660,2751185660,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1405,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2563366761,2563366761,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1406,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2770939569,2770939569,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1407,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2728369485,2728369485,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1408,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2724679641,2724679641,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1409,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2563366573,2563366573,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1410,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2579778742,2579778742,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1411,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2541046934,2541046934,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1412,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=645951819,645951819,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1413,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2770939615,2770939615,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1414,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2517487021,2517487021,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1415,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2718217751,2718217751,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1416,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2582581023,2582581023,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1417,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2770939645,2770939645,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1418,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2547132174,2547132174,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1419,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2756170271,2756170271,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1420,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2585427633,2585427633,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1421,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2728369576,2728369576,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1422,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2718217736,2718217736,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1423,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2515154196,2515154196,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1424,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2565956523,2565956523,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1425,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2513237001,2513237001,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1426,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=642555119,642555119,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1427,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2524023151,2524023151,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1428,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2770939506,2770939506,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1429,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2617271299,2617271299,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1430,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2609460008,2609460008,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1431,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2519899589,2519899589,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1432,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2513237191,2513237191,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1433,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2687453332,2687453332,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1434,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2524023225,2524023225,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1435,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2770939621,2770939621,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1436,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2721755327,2721755327,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1437,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2521172692,2521172692,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
1438,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=649989956,649989956,2018-03-21 18:19:08.093248,0,0,,,,0,0,,
